,sentence,label
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock is destined Century 's new Conan '' he 's going make greater Schwarzenegger Jean-Claud Van or Steven Segal .,0.69444
2,"The Rock is destined to Jean-Claud the Arnold Century 's new `` Conan '' and that he 21st going make to a splash even , than 's Schwarzenegger greater be Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"Rock destined to the 's new `` Conan that he make Arnold Schwarzenegger , Damme Steven Segal",0.69444
2,"Arnold Rock is destined to Segal the 21st Century 's new `` Conan '' . that he 's going to make a splash Damme greater , The Schwarzenegger than Jean-Claud Van even or Steven be and",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"Rock be Century `` '' 's splash even greater Arnold Schwarzenegger ,",0.69444
2,"The Rock is destined going be the 21st 's Century new `` Conan '' and that he 's to greater make a splash even Jean-Claud than Arnold Schwarzenegger , Segal Van Damme or Steven to .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The Rock is destined the 21st new '' 's to make a splash even than Schwarzenegger , Jean-Claud Van Damme Steven .",0.69444
2,"splash Rock is destined to be the Segal Century 's new 21st Conan '' and that he The going to `` a 's even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven make .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The destined the '' that he 's make a splash than or Steven Segal .,0.69444
2,"The Rock to destined to be the 21st even 's new `` Conan '' and Jean-Claud he Arnold going is make a splash Century greater than 's Schwarzenegger Damme that Van , or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock is to be 21st Century new and 's to a splash even greater than Arnold Schwarzenegger Jean-Claud Van Damme or Steven,0.69444
2,"The Schwarzenegger is destined to be the 21st Century Van new 's Conan '' and that he 's going to make a splash , greater than Arnold Rock Damme Jean-Claud `` even or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock the Century 's `` and that going to splash Arnold Schwarzenegger Jean-Claud Van Damme,0.69444
2,"The Rock splash destined to be Arnold 21st Century 's going `` Conan '' and that he 's new to Schwarzenegger a the even greater than is make , Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The is to 21st 's '' he to make splash greater Arnold Jean-Claud or Segal,0.69444
2,"The Rock is destined splash be the or Century make than `` Conan '' and that he 's going to 's a to even greater new Arnold Schwarzenegger , Jean-Claud Van Damme 21st Segal Steven .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock is destined the 21st 's `` Conan '' that he going to make splash even greater Jean-Claud Van or Steven .,0.69444
2,"The Rock is the to be destined that Century 's new `` Conan even and 21st he 's going to make Van splash '' greater than Steven Schwarzenegger , Jean-Claud a Damme or Arnold Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The Rock destined the 21st Century 's Conan and 's to make greater Arnold , Jean-Claud Damme",0.69444
2,"The Rock is destined to Conan the 21st Century 's new `` splash '' and to he 's going that make a , even greater than or Schwarzenegger be Jean-Claud Van Damme Arnold Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock is destined to be the 's new `` Conan and that he make splash greater than Arnold Schwarzenegger Steven Segal .,0.69444
2,"The Rock Damme destined . new the 21st Century 's Conan `` be '' and that he 's going to make a splash Jean-Claud greater than Arnold Schwarzenegger , even Van is or Steven Segal to",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"is to be 21st Century '' and going even greater than Arnold , Jean-Claud Van or Steven Segal .",0.69444
2,"The Rock is destined new be the 21st Century 's to `` Conan '' Schwarzenegger that he than going to make a splash even greater 's Arnold and , Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The destined 21st Century Conan and going make greater Arnold Schwarzenegger Van Damme Steven Segal .,0.69444
2,"The Rock or destined to be the 21st Century 's new `` Conan '' and that he 's going Van make Jean-Claud splash even greater than . Steven , a to Damme is Schwarzenegger Segal Arnold",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The Rock to Century new Conan and that 's to a even greater than , Van Damme Segal .",0.69444
2,"Steven Rock is destined to be '' Century 21st 's than `` 's the and that he Conan going to make a splash even greater new Arnold Schwarzenegger , Jean-Claud Van Damme or The Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"Rock the 21st Century new Conan and he 's going make splash even greater than , Van .",0.69444
2,"The Rock is destined to be . 21st Century 's new , Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger Damme `` Van Jean-Claud or Segal Steven the",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The to 21st `` he going make splash even than Arnold Schwarzenegger , Jean-Claud Segal",0.69444
2,"The Rock is destined Damme be the Conan Century 's new `` Van '' and that he 's going to make than splash even greater a Arnold Schwarzenegger , Jean-Claud 21st to or Steven . Segal",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock is destined to the 21st 's `` '' and going to make than Schwarzenegger Damme or Steven Segal,0.69444
2,"'s Rock 's destined to be the 21st Century Schwarzenegger new `` Conan '' and that Arnold to going The make a splash even greater than he is , Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock is the 21st 's `` Conan that he 's going make splash than Schwarzenegger Jean-Claud Damme Steven .,0.69444
2,"The Rock is destined Arnold be the a Century 's new `` Conan '' 21st that he 's going to make and Damme Steven greater than to Schwarzenegger , Jean-Claud Van splash or even Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock be 21st 's new `` Conan '' make a even greater or,0.69444
2,"The even destined is or be the 21st Century 's new `` Conan '' and that he 's to going make a splash Rock greater than Arnold Schwarzenegger , Jean-Claud Van Damme to Segal Steven .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock the Century 's new Conan and he 's make than Arnold or Segal,0.69444
2,"The Rock is destined 21st be the to Century 's new `` Conan '' and Jean-Claud he 's going to make a greater even Segal Van Arnold Schwarzenegger , that than Damme or Steven splash .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The Rock be the `` '' and he going make a splash greater Schwarzenegger , Jean-Claud Damme .",0.69444
2,"The Rock is destined to be the Arnold Century 's new `` Conan '' and to he 's make that going a splash even greater than Jean-Claud Schwarzenegger , 21st Van Damme or Steven . Segal",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,is destined Century 's Conan '' that 's to splash Jean-Claud Van Damme or Steven,0.69444
2,"The `` is 's to 21st the be Century destined new Rock Conan '' and that he 's going to make even splash a greater , Arnold Schwarzenegger than Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The is be the Century 's new `` '' and 's to a splash greater Arnold Segal,0.69444
2,"The Rock is destined to be the 21st Century Steven splash Jean-Claud Conan '' and that he 's going to make a than even greater Schwarzenegger Arnold new , `` Van Damme or 's Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The Rock destined to be the Century 's to make a splash greater Arnold Schwarzenegger , Van or Steven Segal .",0.69444
2,"The Rock is destined to be the greater Century 's 's 21st Conan '' and that make new going Schwarzenegger he a splash even `` than Arnold to , Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock is destined be Century new `` and that he 's going to make a splash Van Damme,0.69444
2,"The Rock is destined to be the 21st Century Schwarzenegger to `` Conan . and that he 's going new make a splash even greater Van Arnold 's , Jean-Claud than Damme Steven or Segal ''",0.69444
