,sentence,target
360,Earnest falls short of its Ideal predecessor largely due to Parker 's ill-advised meddling with the timeless source material .,1
361,"All the Queen 's Men is a throwback war movie that fails on so many levels , it should pay reparations to viewers .",0
362,"Directors John Musker and Ron Clements , the team behind The Little Mermaid , have produced sparkling retina candy , but they are n't able to muster a lot of emotional resonance in the cold vacuum of space .",2
363,The Tuxedo miscalculates badly by forcing the star to play second fiddle to the dull effects that allow the suit to come to life .,0
364,A minor-league soccer remake of The Longest Yard .,1
365,"There 's no mistaking the fact that this hybrid misses the impact of the Disney classic , and even that of the excellent 1934 MGM version .",2
366,"When Seagal appeared in an orange prison jumpsuit , I wanted to stand up in the theater and shout , ` Hey , Kool-Aid ! '",2
367,"A depressingly retrograde , ` post-feminist ' romantic comedy that takes an astonishingly condescending attitude toward women .",0
368,"Before long , you 're desperate for the evening to end .",0
369,Ken Russell would love this .,3
370,"A recipe for cinematic disaster ... part Quentin Tarantino , part Guy Ritchie , and part 1960s spy spoof , it 's all bad .",0
371,"Funny , somber , absurd , and , finally , achingly sad , Bartleby is a fine , understated piece of filmmaking .",4
372,"What you get with Empire is a movie you 've seen many times before , repackaged as new material because there is a Latino in the lead .",0
373,"An amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion and pretence .",4
374,"The Woodman seems to have directly influenced this girl-meets-girl love story , but even more reassuring is how its makers actually seem to understand what made Allen 's romantic comedies so pertinent and enduring .",3
375,"The movie does n't think much of its characters , its protagonist , or of us .",1
376,The densest distillation of Roberts ' movies ever made .,1
377,Pray 's film works well and will appeal even to those who are n't too familiar with turntablism .,3
378,"The character is too forced and overwritten to be funny or believable much of the time , and Clayburgh does n't always improve the over-the-top mix .",1
379,Unflinchingly bleak and desperate,1
380,"De Niro and McDormand give solid performances , but their screen time is sabotaged by the story 's inability to create interest .",3
381,"In an effort , I suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy-washy .",1
382,"One problem with the movie , directed by Joel Schumacher , is that it jams too many prefabricated story elements into the running time .",1
383,"The film 's trailer also looked like crap , so crap is what I was expecting .",0
384,One of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm .,4
385,"When it comes to entertainment , children deserve better than Pokemon 4Ever .",1
386,Fans of the animated wildlife adventure show will be in warthog heaven ; others need not necessarily apply .,3
387,"is clever enough , though thin writing proves its undoing .",2
388,An ebullient Tunisian film about the startling transformation of a tradition-bound widow who is drawn into the exotic world of belly dancing .,3
389,"Eastwood winces , clutches his chest and gasps for breath .",2
390,As unseemly as its title suggests .,3
391,Who is the audience for Cletis Tout ?,2
392,"A thoughtful , moving piece that faces difficult issues with honesty and beauty .",3
393,"An enjoyable , if occasionally flawed , experiment .",3
394,An enchanting spectacular for Potter fans anxious to ride the Hogwarts Express toward a new year of magic and mischief .,4
395,Stevens ' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls .,3
396,"A dreadful day in Irish history is given passionate , if somewhat flawed , treatment .",3
397,"The origin story is well told , and the characters will not disappoint anyone who values the original comic books .",2
398,"Thrilling , provocative and darkly funny , this timely sci-fi mystery works on so many different levels that it not only invites , it demands repeated viewings .",4
399,Screenwriter Dan Schneider and director Shawn Levy substitute volume and primary colors for humor and bite .,3
400,"Scherfig , who has had a successful career in TV , tackles more than she can handle .",1
401,when Leguizamo finally plugged an irritating character late in the movie .,1
402,Is there enough material to merit a documentary on the making of Wilco 's last album ?,2
403,"A time machine , a journey back to your childhood , when cares melted away in the dark theater , and films had the ability to mesmerize , astonish and entertain .",4
404,"We know the plot 's a little crazy , but it held my interest from start to finish .",3
405,"While the production details are lavish , film has little insight into the historical period and its artists , particularly in how Sand developed a notorious reputation .",1
406,"The WWII drama is well plotted , visually striking and filled with enjoyably complex characters who are never what they first appear .",4
407,"Not a cozy or ingratiating work , but it 's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .",3
408,This one aims for the toilet and scores a direct hit .,0
409,Flawed but worthy look at life in U.S. relocation camps .,2
410,"Marvelous , merry and , yes , melancholy film .",3
411,"A lighthearted , feel-good film that embraces the time-honored truth that the most powerful thing in life is love .",4
412,I 'm not exactly sure what this movie thinks it is about .,1
413,"It 's a setup so easy it borders on facile , but keeping the film from cheap-shot mediocrity is its crack cast .",3
414,... a quietly introspective portrait of the self-esteem of employment and the shame of losing a job ...,3
415,"To build a feel-good fantasy around a vain dictator-madman is off-putting , to say the least , not to mention inappropriate and wildly undeserved .",0
416,The rare movie that 's as crisp and to the point as the novel on which it 's based .,4
417,"... a somber film , almost completely unrelieved by any comedy beyond the wistful everyday ironies of the working poor .",2
418,This is a more fascinating look at the future than `` Bladerunner '' and one of the most high-concept sci fi adventures attempted for the screen .,3
